house_mdn_value,house_mdn_age,households,rooms,bedrooms,population,mdn_income,longitude,latitude,dist_coast,dist_la,dist_sd,dist_sf,dist_sj
132600,52,422,2224,437,1006,2.6,-122.27,37.84,5976.28805827603,555535.931447864,734392.514953906,15959.4836572213,65195.9361857231
107500,41,119,535,123,317,2.4038,-122.28,37.85,6781.86317450868,556949.957896058,735808.166775323,15751.7939745031,66600.7590387803
93800,49,239,1130,244,607,2.4597,-122.28,37.85,6781.86317450868,556949.957896058,735808.166775323,15751.7939745031,66600.7590387803
105500,52,397,1898,421,1102,1.808,-122.28,37.85,6781.86317450868,556949.957896058,735808.166775323,15751.7939745031,66600.7590387803
108900,50,473,2082,492,1131,1.6424,-122.28,37.84,5698.72690317439,556122.950063221,734964.878601402,15184.818393621,65649.2259004016
132000,52,155,729,160,395,1.6875,-122.28,37.84,5698.72690317439,556122.950063221,734964.878601402,15184.818393621,65649.2259004016
122300,49,378,1916,447,863,1.9274,-122.28,37.84,5698.72690317439,556122.950063221,734964.878601402,15184.818393621,65649.2259004016
115200,52,441,2153,481,1168,1.9615,-122.28,37.84,5698.72690317439,556122.950063221,734964.878601402,15184.818393621,65649.2259004016
110400,48,335,1922,409,1026,1.7969,-122.27,37.84,5976.28805827603,555535.931447864,734392.514953906,15959.4836572213,65195.9361857231
104900,49,329,1655,366,754,1.375,-122.27,37.83,4967.00519443677,554708.964381727,733549.20691652,15480.3405231102,64242.7792072335
109700,51,536,2665,574,1258,2.7303,-122.27,37.83,4967.00519443677,554708.964381727,733549.20691652,15480.3405231102,64242.7792072335
97200,49,264,1215,282,570,1.4861,-122.27,37.83,4967.00519443677,554708.964381727,733549.20691652,15480.3405231102,64242.7792072335
104500,48,374,1798,432,987,1.0972,-122.27,37.83,4967.00519443677,554708.964381727,733549.20691652,15480.3405231102,64242.7792072335
103900,52,403,1511,390,901,1.4103,-122.28,37.83,4629.27324947942,555296.934642999,734122.302790399,14680.3019257283,64702.808723221
191400,52,309,1470,330,689,3.48,-122.26,37.83,5427.30174564534,554121.830231293,732976.78393276,16288.4761173126,63791.6049102007
176000,52,696,2432,715,1377,2.5898,-122.26,37.83,5427.30174564534,554121.830231293,732976.78393276,16288.4761173126,63791.6049102007
155400,52,395,1665,419,946,2.0978,-122.26,37.83,5427.30174564534,554121.830231293,732976.78393276,16288.4761173126,63791.6049102007
150000,51,249,936,311,517,1.2852,-122.26,37.83,5427.30174564534,554121.830231293,732976.78393276,16288.4761173126,63791.6049102007
118800,49,189,713,202,462,1.025,-122.26,37.84,6363.94801261769,554949.749518572,733820.824419216,16744.4065835069,64751.4638629145
188800,52,198,950,202,467,3.9643,-122.26,37.84,6363.94801261769,554949.749518572,733820.824419216,16744.4065835069,64751.4638629145
184400,52,292,1443,311,660,3.0125,-122.26,37.83,5427.30174564534,554121.830231293,732976.78393276,16288.4761173126,63791.6049102007
182300,52,382,1656,420,718,2.6768,-122.26,37.83,5427.30174564534,554121.830231293,732976.78393276,16288.4761173126,63791.6049102007
142500,50,304,1125,322,616,2.026,-122.26,37.83,5427.30174564534,554121.830231293,732976.78393276,16288.4761173126,63791.6049102007
137500,43,253,1007,312,558,1.7348,-122.27,37.82,4012.37142896127,553882.992395938,732706.612585184,15068.1659493984,63294.8031452024
187500,40,160,624,195,423,0.9506,-122.26,37.82,4569.92738545906,553294.904246492,732133.456035424,15897.3775936094,62836.7605992941
112500,40,352,946,375,700,1.775,-122.27,37.82,4012.37142896127,553882.992395938,732706.612585184,15068.1659493984,63294.8031452024
171900,21,438,896,453,735,0.9218,-122.27,37.82,4012.37142896127,553882.992395938,732706.612585184,15068.1659493984,63294.8031452024
93800,43,407,1868,456,1061,1.5045,-122.27,37.82,4012.37142896127,553882.992395938,732706.612585184,15068.1659493984,63294.8031452024
97500,41,720,3221,853,1959,1.1108,-122.27,37.82,4012.37142896127,553882.992395938,732706.612585184,15068.1659493984,63294.8031452024
104200,52,400,1630,456,1162,1.2475,-122.27,37.82,4012.37142896127,553882.992395938,732706.612585184,15068.1659493984,63294.8031452024
87500,52,233,1170,235,701,1.6098,-122.28,37.82,3585.76569534236,554471.916070705,733280.441797973,14244.8825325117,63761.7353166999
83100,52,220,945,243,576,1.4113,-122.28,37.82,3585.76569534236,554471.916070705,733280.441797973,14244.8825325117,63761.7353166999
87500,52,259,1238,288,622,1.5057,-122.28,37.82,3585.76569534236,554471.916070705,733280.441797973,14244.8825325117,63761.7353166999
85300,52,244,1489,335,728,0.8172,-122.28,37.82,3585.76569534236,554471.916070705,733280.441797973,14244.8825325117,63761.7353166999
80300,52,304,1387,341,1074,1.2171,-122.28,37.82,3585.76569534236,554471.916070705,733280.441797973,14244.8825325117,63761.7353166999
60000,2,57,158,43,94,2.5625,-122.29,37.82,3340.66007838528,555061.672605116,733854.942089999,13428.6177430611,64237.363256611
75700,52,187,1121,211,554,3.3929,-122.29,37.83,4442.14980901594,555885.738355823,734696.069973899,13889.7595464316,65171.505932885
75000,49,23,135,29,86,6.1183,-122.29,37.82,3340.66007838528,555061.672605116,733854.942089999,13428.6177430611,64237.363256611
86100,50,122,760,190,377,0.9011,-122.29,37.81,2249.48592561738,554238.609913974,733014.532597405,13046.1867199217,63308.9672012626
76100,52,159,1224,237,521,1.191,-122.3,37.81,2214.98605591486,554830.150618183,733590.436366291,12212.9143616844,63800.2105341514
73500,48,133,828,182,392,2.5938,-122.3,37.81,2214.98605591486,554830.150618183,733590.436366291,12212.9143616844,63800.2105341514
78400,52,187,1010,209,604,1.1667,-122.3,37.81,2214.98605591486,554830.150618183,733590.436366291,12212.9143616844,63800.2105341514
84400,48,332,1455,354,788,0.8056,-122.3,37.81,2214.98605591486,554830.150618183,733590.436366291,12212.9143616844,63800.2105341514
81300,52,147,1027,244,492,2.6094,-122.29,37.8,1197.17435507093,553416.55475779,732174.843969919,12749.5513875236,62386.5743196906
85000,52,82,572,109,274,1.8516,-122.3,37.81,2214.98605591486,554830.150618183,733590.436366291,12212.9143616844,63800.2105341514
129200,46,611,2801,644,1823,0.9802,-122.29,37.81,2249.48592561738,554238.609913974,733014.532597405,13046.1867199217,63308.9672012626
82500,26,127,768,152,392,1.7719,-122.29,37.81,2249.48592561738,554238.609913974,733014.532597405,13046.1867199217,63308.9672012626
95200,46,277,935,297,582,0.7286,-122.29,37.81,2249.48592561738,554238.609913974,733014.532597405,13046.1867199217,63308.9672012626
75000,49,152,844,204,560,1.75,-122.29,37.81,2249.48592561738,554238.609913974,733014.532597405,13046.1867199217,63308.9672012626
67500,46,7,12,4,18,0.4999,-122.29,37.81,2249.48592561738,554238.609913974,733014.532597405,13046.1867199217,63308.9672012626
137500,20,133,835,161,290,2.483,-122.29,37.81,2249.48592561738,554238.609913974,733014.532597405,13046.1867199217,63308.9672012626
177500,17,439,1237,462,762,0.9241,-122.28,37.81,2599.63896101145,553647.898802722,732439.298088987,13885.0621478909,62826.2458140826
102100,36,509,2914,562,1236,2.4464,-122.28,37.81,2599.63896101145,553647.898802722,732439.298088987,13885.0621478909,62826.2458140826
108300,19,207,1207,243,721,1.1111,-122.28,37.81,2599.63896101145,553647.898802722,732439.298088987,13885.0621478909,62826.2458140826
112500,23,325,1745,374,1054,0.8026,-122.29,37.81,2249.48592561738,554238.609913974,733014.532597405,13046.1867199217,63308.9672012626
131300,38,155,684,176,344,2.0114,-122.28,37.8,1769.57399830806,552824.887316576,731598.874137534,13606.8395334019,61896.5933970324
162500,17,289,924,289,609,1.5,-122.28,37.81,2599.63896101145,553647.898802722,732439.298088987,13885.0621478909,62826.2458140826
112500,52,56,210,56,183,1.1667,-122.27,37.81,3162.27301203445,553058.019948868,731864.734425001,14728.5832891898,62352.2443051942
112500,52,87,340,97,200,1.5208,-122.28,37.81,2599.63896101145,553647.898802722,732439.298088987,13885.0621478909,62826.2458140826
137500,52,155,386,164,346,0.8075,-122.28,37.81,2599.63896101145,553647.898802722,732439.298088987,13885.0621478909,62826.2458140826
118800,35,169,948,184,467,1.8088,-122.28,37.81,2599.63896101145,553647.898802722,732439.298088987,13885.0621478909,62826.2458140826
98200,52,115,773,143,377,2.4083,-122.28,37.81,2599.63896101145,553647.898802722,732439.298088987,13885.0621478909,62826.2458140826
118800,40,380,880,451,582,0.977,-122.27,37.81,3162.27301203445,553058.019948868,731864.734425001,14728.5832891898,62352.2443051942
162500,10,330,875,348,546,0.76,-122.27,37.81,3162.27301203445,553058.019948868,731864.734425001,14728.5832891898,62352.2443051942
137500,10,39,105,42,125,0.9722,-122.27,37.8,2524.61461566918,552234.051520118,731023.57491033,14466.7053815103,61415.3521066468
162500,16,362,994,392,800,2.0938,-122.27,37.8,2524.61461566918,552234.051520118,731023.57491033,14466.7053815103,61415.3521066468
137500,52,88,215,87,904,0.8668,-122.28,37.8,1769.57399830806,552824.887316576,731598.874137534,13606.8395334019,61896.5933970324
162500,52,34,96,31,191,0.75,-122.28,37.8,1769.57399830806,552824.887316576,731598.874137534,13606.8395334019,61896.5933970324
187500,27,302,1055,347,718,2.6354,-122.27,37.79,2284.78654341632,551411.091610598,730183.136524816,14286.8058622309,60484.3898758721
179200,39,467,1715,623,1327,1.8477,-122.27,37.8,2524.61461566918,552234.051520118,731023.57491033,14466.7053815103,61415.3521066468
130000,36,2323,5329,2477,3469,2.0096,-122.26,37.8,3340.67161897622,551644.050046826,730448.94787868,15328.7151395687,60943.0574938264
183800,31,1180,4596,1331,2048,2.8345,-122.26,37.82,4569.92738545906,553294.904246492,732133.456035424,15897.3775936094,62836.7605992941
125000,29,91,335,107,202,2.0062,-122.26,37.81,3845.2217774209,552468.976024466,731290.84319253,15575.9953846421,61887.1630402615
170000,22,1250,3682,1270,2024,1.2185,-122.26,37.82,4569.92738545906,553294.904246492,732133.456035424,15897.3775936094,62836.7605992941
193100,37,980,3633,1085,1838,2.6104,-122.26,37.82,4569.92738545906,553294.904246492,732133.456035424,15897.3775936094,62836.7605992941
257800,29,1250,4656,1414,2304,2.4912,-122.25,37.81,4595.14987977277,551880.769709182,730717.62598178,16426.696262621,61431.2046241796
273400,28,1497,5806,1603,2563,3.2177,-122.25,37.81,4595.14987977277,551880.769709182,730717.62598178,16426.696262621,61431.2046241796
237500,39,228,854,242,389,3.125,-122.25,37.81,4595.14987977277,551880.769709182,730717.62598178,16426.696262621,61431.2046241796
350000,52,613,2155,701,895,2.5795,-122.25,37.81,4595.14987977277,551880.769709182,730717.62598178,16426.696262621,61431.2046241796
335700,34,1789,5871,1914,2689,2.8406,-122.26,37.81,3845.2217774209,552468.976024466,731290.84319253,15575.9953846421,61887.1630402615
313400,52,244,1509,225,674,4.9306,-122.24,37.82,5923.30723562356,552121.245224023,730989.167275653,17570.2225198277,61948.1293385827
268500,52,456,2026,482,709,3.2727,-122.24,37.81,5384.14210717744,551293.403690291,730145.084386076,17280.2002025792,60984.573686706
259400,52,422,1758,460,686,3.1691,-122.25,37.81,4595.14987977277,551880.769709182,730717.62598178,16426.696262621,61431.2046241796
275700,52,718,3481,751,1444,3.9,-122.24,37.82,5923.30723562356,552121.245224023,730989.167275653,17570.2225198277,61948.1293385827
225000,28,802,3337,855,1520,3.9063,-122.25,37.82,5216.61298549131,552707.654295596,731560.973735584,16731.6360795001,62387.8034836989
262500,52,253,1424,289,550,5.0917,-122.25,37.82,5216.61298549131,552707.654295596,731560.973735584,16731.6360795001,62387.8034836989
218500,32,1022,3809,1098,1806,2.6429,-122.25,37.82,5216.61298549131,552707.654295596,731560.973735584,16731.6360795001,62387.8034836989
255000,26,1217,3959,1196,1749,3.0233,-122.25,37.82,5216.61298549131,552707.654295596,731560.973735584,16731.6360795001,62387.8034836989
224100,52,519,2376,559,939,3.1484,-122.25,37.83,5981.93628131735,553535.53485847,732405.035422692,17103.5609998378,63349.4750379013
243100,35,422,1613,428,675,3.4722,-122.25,37.83,5981.93628131735,553535.53485847,732405.035422692,17103.5609998378,63349.4750379013
231600,52,291,1279,287,534,3.1429,-122.25,37.83,5981.93628131735,553535.53485847,732405.035422692,17103.5609998378,63349.4750379013
218500,28,1661,5022,1750,2558,2.4234,-122.25,37.83,5981.93628131735,553535.53485847,732405.035422692,17103.5609998378,63349.4750379013
234100,52,1037,4190,1105,1786,3.0897,-122.25,37.83,5981.93628131735,553535.53485847,732405.035422692,17103.5609998378,63349.4750379013
327600,50,373,2515,399,970,5.8596,-122.23,37.84,8006.9337455887,553196.250487233,732109.807309808,19148.0284655609,63472.7852807822
347600,47,485,3175,454,1098,5.2868,-122.23,37.84,8006.9337455887,553196.250487233,732109.807309808,19148.0284655609,63472.7852807822
366100,41,376,2576,406,794,5.956,-122.24,37.83,6607.19402132895,552950.080937517,731833.962972968,17924.6471751246,62916.5802677
335000,37,47,334,54,98,4.9643,-122.24,37.85,8259.08510932293,554610.717069378,733525.68293736,18811.4874496884,64867.2898334847
373600,52,403,2800,411,1061,6.3434,-122.23,37.85,8810.49828547664,554028.013287066,732956.753201699,19600.2259653727,64456.7504165903
389500,52,555,3529,574,1177,5.1773,-122.24,37.84,7395.76357883113,553779.906366819,732679.469012332,18339.7407263717,63889.7038641264
391100,52,367,2612,365,901,7.2354,-122.24,37.85,8259.08510932293,554610.717069378,733525.68293736,18811.4874496884,64867.2898334847
337300,28,956,5287,1048,2031,5.457,-122.22,37.85,9411.71336422041,553446.157415254,732388.503123074,20396.3003879235,64055.6991563771
295200,50,479,2935,473,1031,7.5,-122.22,37.84,8664.17575344934,552613.44197946,731540.825059423,19962.2524108568,63065.4218150826
292300,44,597,3424,597,1358,6.0194,-122.21,37.84,9357.78709042734,552031.483533487,730972.523853631,20781.7148266594,62667.7998071733
411500,40,654,4991,674,1616,7.5544,-122.21,37.83,8748.16138905638,551198.794740729,730124.817898422,20416.6476769635,61675.2305255111
311500,30,343,2211,346,844,6.0666,-122.2,37.84,10080.2629475809,551450.377846724,730404.905287931,21605.8196604777,62280.1058423969
325900,34,496,3038,490,1140,7.0548,-122.21,37.84,9357.78709042734,552031.483533487,730972.523853631,20781.7148266594,62667.7998071733
392600,18,194,1617,210,533,11.6017,-122.19,37.84,10825.8259229329,550870.127623991,729837.970960858,22434.0552978805,61902.5264627215
319300,35,443,2865,460,1072,7.4882,-122.2,37.84,10080.2629475809,551450.377846724,730404.905287931,21605.8196604777,62280.1058423969
333300,34,766,5065,788,1627,6.8976,-122.21,37.83,8748.16138905638,551198.794740729,730124.817898422,20416.6476769635,61675.2305255111
335200,28,190,1326,184,463,8.2049,-122.19,37.83,10303.6241568699,550035.527233726,728988.797377164,22096.5233464689,60897.3795442136
351200,26,211,1589,223,542,8.401,-122.2,37.83,9517.12943476246,550616.733519522,729556.46561798,21255.0231164565,61281.2040447971
368900,29,269,1791,271,661,6.8538,-122.19,37.83,10303.6241568699,550035.527233726,728988.797377164,22096.5233464689,60897.3795442136
365900,32,263,1835,264,635,8.317,-122.19,37.82,9879.4582441999,549201.907411448,728140.328440663,21810.5181988391,59896.0076848091
366700,37,176,1229,181,420,7.0175,-122.2,37.82,9056.08442765898,549784.071610634,728708.731743022,20957.4193571316,60286.2604745384
362800,39,500,3770,534,1265,6.3302,-122.2,37.82,9056.08442765898,549784.071610634,728708.731743022,20957.4193571316,60286.2604745384
483300,30,52,292,38,126,6.3624,-122.18,37.81,9430.44816519297,547787.005247504,726724.112346226,22442.1118691487,58512.3155182014
331400,52,350,2375,333,813,7.0549,-122.21,37.82,8244.10925029415,550367.090206215,729277.818881591,20106.5210380489,60686.8011553698
323500,45,426,2964,436,1067,6.7851,-122.2,37.81,8713.34829677824,548952.396590534,727861.706129194,20715.3010716672,59295.4743822129
216700,50,552,2833,605,1260,2.8929,-122.21,37.8,7632.42688548035,548706.651809434,727585.951536702,19661.0305937595,58723.197476336
233100,38,487,2254,535,951,3.0812,-122.21,37.8,7632.42688548035,548706.651809434,727585.951536702,19661.0305937595,58723.197476336
296400,52,224,1389,212,510,5.2402,-122.21,37.81,7865.95246331904,549536.37439889,728431.529269196,19853.9096603499,59702.7173163948
273700,52,308,1971,335,765,6.5217,-122.22,37.81,7026.22866235321,550121.203328844,729002.034428676,18994.1045786641,60120.1214557008
227700,52,460,2183,465,1129,3.2632,-122.22,37.8,6763.64753654356,549292.441222136,728157.193625057,18792.2825090118,59147.5715447
199600,52,441,2286,464,1073,3.0298,-122.22,37.8,6763.64753654356,549292.441222136,728157.193625057,18792.2825090118,59147.5715447
239800,52,515,2721,541,1185,4.5428,-122.22,37.8,6763.64753654356,549292.441222136,728157.193625057,18792.2825090118,59147.5715447
270100,52,340,2024,339,756,4.072,-122.22,37.81,7026.22866235321,550121.203328844,729002.034428676,18994.1045786641,60120.1214557008
302100,52,521,2944,536,1034,5.3509,-122.22,37.81,7026.22866235321,550121.203328844,729002.034428676,18994.1045786641,60120.1214557008
269500,52,459,2033,486,787,3.1603,-122.23,37.8,5897.79929046248,549879.07846517,728729.115907927,17924.5111194146,59581.9612182126
314700,52,213,1433,229,612,4.7708,-122.23,37.81,6197.29633514239,550706.880662679,729573.220001856,18136.1114548777,60547.4766468885
390100,52,380,2927,402,1021,8.1564,-122.22,37.81,7026.22866235321,550121.203328844,729002.034428676,18994.1045786641,60120.1214557008
410300,52,258,2315,292,861,8.8793,-122.23,37.81,6197.29633514239,550706.880662679,729573.220001856,18136.1114548777,60547.4766468885
352400,52,327,2485,313,953,6.8591,-122.24,37.81,5384.14210717744,551293.403690291,730145.084386076,17280.2002025792,60984.573686706
287300,52,256,1490,238,634,6.0302,-122.24,37.81,5384.14210717744,551293.403690291,730145.084386076,17280.2002025792,60984.573686706
348700,52,352,2814,365,878,7.508,-122.23,37.81,6197.29633514239,550706.880662679,729573.220001856,18136.1114548777,60547.4766468885
243800,52,483,2093,550,918,2.7477,-122.24,37.81,5384.14210717744,551293.403690291,730145.084386076,17280.2002025792,60984.573686706
211500,52,175,888,168,360,2.1944,-122.24,37.8,5036.39411717906,550466.560821755,729301.716779253,17057.8654962329,60026.149053395
218400,52,488,2087,510,1197,3.0149,-122.25,37.8,4182.1783564641,551054.885582785,729874.994636102,16192.5264087447,60479.9191612325
269900,52,518,2513,502,1048,3.675,-122.24,37.81,5384.14210717744,551293.403690291,730145.084386076,17280.2002025792,60984.573686706
218800,46,747,3232,835,1373,3.225,-122.25,37.81,4595.14987977277,551880.769709182,730717.62598178,16426.696262621,61431.2046241796
225000,42,1015,4120,1065,1715,2.9345,-122.25,37.8,4182.1783564641,551054.885582785,729874.994636102,16192.5264087447,60479.9191612325
250000,43,722,2364,792,1359,2.1429,-122.25,37.8,4182.1783564641,551054.885582785,729874.994636102,16192.5264087447,60479.9191612325
171400,41,413,1471,469,1062,1.6121,-122.25,37.8,4182.1783564641,551054.885582785,729874.994636102,16192.5264087447,60479.9191612325
193800,29,773,2468,864,1335,1.3929,-122.25,37.8,4182.1783564641,551054.885582785,729874.994636102,16192.5264087447,60479.9191612325
125000,27,429,1632,492,1171,2.3173,-122.24,37.79,4920.81365501877,549640.721125416,728459.066939562,16905.8891554195,59073.105181998
97500,45,460,1786,526,1475,1.7772,-122.25,37.79,4042.11469450141,550230.006421439,729033.082182706,16032.2278575783,59534.201800604
125000,50,196,629,188,742,2.6458,-122.25,37.79,4042.11469450141,550230.006421439,729033.082182706,16032.2278575783,59534.201800604
138800,52,363,1339,391,1086,2.181,-122.25,37.79,4042.11469450141,550230.006421439,729033.082182706,16032.2278575783,59534.201800604
116700,36,543,1678,606,1645,2.2303,-122.25,37.8,4182.1783564641,551054.885582785,729874.994636102,16192.5264087447,60479.9191612325
151800,43,644,2344,647,1710,1.6504,-122.25,37.8,4182.1783564641,551054.885582785,729874.994636102,16192.5264087447,60479.9191612325
127000,52,228,996,228,731,2.2697,-122.24,37.8,5036.39411717906,550466.560821755,729301.716779253,17057.8654962329,60026.149053395
128600,52,347,1591,373,1118,2.1563,-122.24,37.8,5036.39411717906,550466.560821755,729301.716779253,17057.8654962329,60026.149053395
140600,52,335,1586,398,1006,2.1348,-122.24,37.8,5036.39411717906,550466.560821755,729301.716779253,17057.8654962329,60026.149053395
182700,47,554,2046,588,1213,2.6292,-122.24,37.8,5036.39411717906,550466.560821755,729301.716779253,17057.8654962329,60026.149053395
146900,52,257,1192,289,772,2.3833,-122.23,37.8,5897.79929046248,549879.07846517,728729.115907927,17924.5111194146,59581.9612182126
122800,52,401,1803,420,1321,2.957,-122.24,37.8,5036.39411717906,550466.560821755,729301.716779253,17057.8654962329,60026.149053395
169300,49,677,2838,749,1487,2.5238,-122.24,37.8,5036.39411717906,550466.560821755,729301.716779253,17057.8654962329,60026.149053395
126600,52,186,783,184,488,1.9375,-122.23,37.8,5897.79929046248,549879.07846517,728729.115907927,17924.5111194146,59581.9612182126
127900,51,392,1590,414,949,1.9028,-122.23,37.8,5897.79929046248,549879.07846517,728729.115907927,17924.5111194146,59581.9612182126
123500,50,415,1746,480,1149,2.25,-122.23,37.8,5897.79929046248,549879.07846517,728729.115907927,17924.5111194146,59581.9612182126
111900,52,280,1252,299,844,2.3929,-122.23,37.8,5897.79929046248,549879.07846517,728729.115907927,17924.5111194146,59581.9612182126
112800,43,1231,5963,1344,4367,2.1917,-122.23,37.79,5799.52176777353,549052.277636469,727885.728451502,17780.059477454,58621.635265738
107900,52,412,1783,395,1659,2.9357,-122.23,37.79,5799.52176777353,549052.277636469,727885.728451502,17780.059477454,58621.635265738
137500,30,263,999,264,1011,1.8854,-122.23,37.79,5799.52176777353,549052.277636469,727885.728451502,17780.059477454,58621.635265738
105500,39,389,1469,431,1464,2.1638,-122.24,37.79,4920.81365501877,549640.721125416,728459.066939562,16905.8891554195,59073.105181998
95500,47,303,1372,395,1237,2.125,-122.24,37.79,4920.81365501877,549640.721125416,728459.066939562,16905.8891554195,59073.105181998
116100,52,168,674,180,647,3.375,-122.24,37.79,4920.81365501877,549640.721125416,728459.066939562,16905.8891554195,59073.105181998
112200,43,357,1626,376,1284,2.2542,-122.24,37.79,4920.81365501877,549640.721125416,728459.066939562,16905.8891554195,59073.105181998
75000,51,55,175,43,228,2.1,-122.25,37.79,4042.11469450141,550230.006421439,729033.082182706,16032.2278575783,59534.201800604
112500,39,123,461,129,381,1.6,-122.25,37.79,4042.11469450141,550230.006421439,729033.082182706,16032.2278575783,59534.201800604
125000,52,227,902,237,846,3.625,-122.25,37.79,4042.11469450141,550230.006421439,729033.082182706,16032.2278575783,59534.201800604
115000,20,676,2373,779,1659,1.6929,-122.26,37.8,3340.67161897622,551644.050046826,730448.94787868,15328.7151395687,60943.0574938264
95000,52,138,391,128,520,1.6471,-122.22,37.77,4226.27769924116,546812.170383325,725626.974220773,18577.0997033383,56260.918400124
96400,52,259,1137,301,866,2.59,-122.22,37.77,4226.27769924116,546812.170383325,725626.974220773,18577.0997033383,56260.918400124
72000,52,183,769,206,612,2.57,-122.23,37.77,4276.79661607913,547401.698229812,726201.113436557,17698.4156150169,56717.6047750841
71300,52,126,472,146,415,2.6429,-122.23,37.78,5377.37195161567,548226.482707203,727043.060126567,17704.4002202584,57666.7580514731
80800,52,213,862,215,994,3.0257,-122.23,37.78,5377.37195161567,548226.482707203,727043.060126567,17704.4002202584,57666.7580514731
128800,50,477,1920,530,1525,1.4886,-122.22,37.78,5337.28592845899,547637.920205881,726469.661022184,18582.685333928,57217.7086864197
112500,43,438,1420,472,1506,1.9338,-122.23,37.78,5377.37195161567,548226.482707203,727043.060126567,17704.4002202584,57666.7580514731
119400,52,255,986,258,1008,1.4844,-122.23,37.78,5377.37195161567,548226.482707203,727043.060126567,17704.4002202584,57666.7580514731
118100,44,751,2340,825,2813,1.6009,-122.23,37.78,5377.37195161567,548226.482707203,727043.060126567,17704.4002202584,57666.7580514731
122500,48,343,1696,396,1481,2.0375,-122.23,37.79,5799.52176777353,549052.277636469,727885.728451502,17780.059477454,58621.635265738
106300,49,219,1175,217,859,2.293,-122.23,37.79,5799.52176777353,549052.277636469,727885.728451502,17780.059477454,58621.635265738
132500,37,523,2343,574,1608,2.1494,-122.22,37.79,6448.61855862843,548464.6786703,727313.068324831,18654.667254873,58180.016163577
122700,30,140,610,145,425,1.6198,-122.23,37.79,5799.52176777353,549052.277636469,727885.728451502,17780.059477454,58621.635265738
113300,40,184,930,199,564,1.3281,-122.23,37.79,5799.52176777353,549052.277636469,727885.728451502,17780.059477454,58621.635265738
109500,44,272,1487,314,961,3.5156,-122.22,37.79,6448.61855862843,548464.6786703,727313.068324831,18654.667254873,58180.016163577
